URL,Caption,Like Count,Comment Count,Labels
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75419809_2497647547133654_1529396543969549835_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=f3e495d8c2efa8a07ab4cf65d8ae9442&oe=5E5104B7,"Photo by @williamodaniels | Displaced women and children in Boda, Central African Republic, in 2014. Mostly from the Fula ethnic group, more than 11,000 have sought refuge in this city, as the country has been in the throes of civil war since 2013. In 2014 the UN Development Programme rated the country as the second least developed country in the world. Follow me on @williamodaniels for more human stories.",190607,373,"['Temple', 'Adaptation', 'World']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74713841_796747984090292_99550008857750687_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=f1f78a6acc06fd5a1ed29aa96307eddc&oe=5E69FAFA,"Photo by @ismailferdous | The Sundarbans area is indisputably the largest mangrove forest on Earth, and it lies in the world's biggest river delta, formed by the convergence of the Ganges, Brahmaputra, and Meghna Rivers in the Bay of Bengal. This national forest spreads across 3,861 square miles in  Bangladesh and India (60%  in Bangladesh), and it's home to many rare and globally endangered wildlife species, such as the royal Bengal tiger. In two major ways, the Sundarbans is being impacted by climate change: first, the sea level is rising,  flooding lands with each high tide. When the tide retreats, the land is left more saline than before—and less able to grow crops. The same goes for the brackish creeks and river mouths dotting the forests. The second consequence: more big cyclones. Higher seas give the cyclone winds greater velocity, and the area has been hit by catastrophic cyclones in the previous years. #Climatechange #RoyalBengalTiger",280268,458,"['Sky', 'Nature', 'Water', 'Green', 'Natural landscape', 'Cloud', 'Horizon', 'Sea', 'Sound', 'Water resources']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73137155_100643104709587_1328046451567791634_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=a82bd9203b51c303472be9e28f071185&oe=5E67D6BD,"Photo by @simonnorfolkstudio I An outtake from the story I’ve been doing about new archaeology in Jerusalem for the December issue of @natgeo. Remnants of concrete trenches can still be found in the undergrowth on Mount Zion, just outside the city walls of Jerusalem. Between 1948 and 1967, when the Old City was under Jordanian rule, most of Mount Zion was a designated no-man's land between Israel and Jordan, and these trenches allowed Israeli soldiers to resupply their front line at the top of the hill. For more on this project follow @simonnorfolkstudio\n#jerusalem #archaeology #oldcityofJerusalem #MtZion #trench",221585,528,"['Water', 'Tree', 'Landscape', 'Night', 'Geological phenomenon', 'Watercourse', 'Mountain', 'Plant', 'City']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75419807_226270278363485_9001863798283066018_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=d319ea572d537d335b73daed4c87d9c0&oe=5E6873A6,"Photo by George Steinmetz @geosteinmetz | Sunrise in Pucusana, a vibrant artisanal fishing port on the Peruvian coast. To view more of our world from above, follow @geosteinmetz.",330731,619,"['Water transportation', 'Harbor', 'Boat', 'Vehicle', 'Fishing vessel', 'Port', 'Transport', 'Water', 'Marina', 'Watercraft']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/72999996_123245365781006_5399948343626336083_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=aad3a73e977cc6d50ed8387c61ba6a67&oe=5E56FA81,"Photo by @ronan_donovan | A six-week-old wild arctic wolf pup peeks at a motion-triggered camera from behind her father’s leg, on the remote Canadian island known in the Inuktitut language as Umingmak Nuna, meaning ""land of musk oxen.” In just a few weeks, this young pup will outgrow den life and start to follow the adults into the unknown. She will begin to learn about her vast home range and the sights and smells that will become her life for years to come. She will learn from her parents how to survive in this harsh environment, and eventually how to hunt the mighty musk oxen. To see more images of arctic wolves visit @ronan_donovan",664309,1936,"['Lion', 'Wildlife', 'Masai lion', 'Big cats', 'Felidae', 'Sky', 'Tree', 'Adaptation', 'Landscape', 'Savanna']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73470479_498515747415907_7566343388054851046_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=4c701b2af8204cac58fd04861b2a8b01&oe=5E6EF6B3,"Photo by Anastasia Taylor-Lind @anastasiatl | Anna Dedova, 75, is at the grave of her son, who accidentally killed himself last year when he opened a hand grenade found near his home in the village of Opytne. This visit is a rare chance for her: The graveyard is mined, and civilians are not allowed to enter. \nOpytne is situated close to the front line in what\'s called the ""grey zone."" During the active phase of the war, locals often had to bury their family members who died, or were killed by shelling, in their backyards. Later, they began cooperating with soldiers. A coffin would be placed in a military truck, and relatives were left to hope that they could find the grave later. This summer, for the first time in five years, local activists managed to organize a visit to the Opytne cemetery for those whose relatives are buried here. They secured a relatively safe path to the graves, but cemetery has become so overgrown that people struggled to find the crosses and gravestones marking their loved ones. They hurried to cut the grass and re-establish basic order—who knows when they will next have the chance to come back.\nWords by Alisa Sopova @sopova.alisa.\n #5Kfromthefrontline is an ongoing project about the everyday consequences of the war in eastern Ukraine.",323763,3470,"['Wilderness', 'Tree', 'Botany', 'Soil', 'Grass family', 'Grass', 'Plant', 'Gardener', 'Spring', 'Garden']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/73524873_165211074563089_7996976285211762353_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=101&oh=93c8f2f32d42d97bf8cc321e1c51cc92&oe=5E578C9F,"Photo by Keith Ladzinski @ladzinski | With a long exposure, a quiver tree (kokerboom) stands tall under a sky of streaked stars. These trees are well suited to arid places with severe heat and low precipitation, due to an ability to store water within their trunks. They’re part of the aloe family, and have long been used for medicinal purposes. Photographed in the Kalahari Desert of South Africa. To see more photos of this beautiful part of the world please visit @ladzinski",396296,947,"['Tree', 'Sky', 'Blue', 'Woody plant', 'Plant', 'Night', 'Branch', 'Trunk', 'Electric blue', 'Midnight']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75311724_143760720260814_3090049339357191194_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=235a1d2345935f6b124c96745b56d77a&oe=5E892863,"Photo by Cristina Mittermeier @Mitty | Did you know that in Hawaiian culture when a baby is born the umbilical cord is buried in the sand along with a tree seedling? This practice serves as a reminder of the connection that new person has not only to his or her parents but also to their ancestors and to the land. When a Hawaiian dies, the entire community, their ohana, paddles out and returns their ashes to the sea. This cultural connection to land and sea runs deep in the veins of native Hawaiians. The concept of Aloha ʻĀina, “love of the land,” is central in Hawaiian life and key to understanding their stewardship of the Earth. If you look at a mountain and all you see is a pile of rocks, you may have a hard time understanding why anyone would fight to protect it. For the Kānaki Ōiwi people, Mauna Kea is not just a mountain: it represents their ancestral ties to creation, a sacred site revered through their history and very much worthy of respect and protection. Follow me @Mitty for more stories that reflect upon the ways world cultures and nature are tied to one another. #kukiaimauna #wearemaunakea #culture #blackandwhitephotography",415842,1790,"['People in nature', 'Photograph', 'Black', 'Black-and-white', 'Photography', 'Male', 'Monochrome photography', 'Rock', 'Arm', 'Human']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75265143_438622817034285_5208185565625202041_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=ca0050f10599ed57a8cc23dd2013caa8&oe=5E57CBB0,"Photo by @jodicobbphoto | Heartbreaking floods in Venice yesterday, with 85% of the city under water up to six feet deep. Mayor Brugnaro said the city was ""on its knees."" I made this image of receding floodwaters in St. Mark\'s Square in 2008 during another record flood. #Venice #acquaalta",194549,951,"['Reflection', 'Water', 'Reflecting pool', 'Architecture', 'Symmetry', 'River', 'Water feature']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/75164047_516938772190740_6128453915994548853_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=102c8da20e842c0152977a610b5d5b35&oe=5E840A76,"Photo by @dina_litovsky | These are portraits of teen girls competing at the International Science and Engineering Fair (ISEF), the world’s most prestigious science fair, which took place in Arizona this year. Though young women have been a minority in STEM fields in the past, this year’s fair, with 1,842 finalists, was evenly split by gender, and three of the top four awards went to young women. This story on girls in science was shot for National Geographic’s November issue, ""Women: A Century of Change."" For more images follow me @dina_litovsky.",221181,1347,"['Lady', 'Beauty', 'Lip', 'Fashion', 'Photo shoot', 'Arm', 'Shoulder', 'Flash photography', 'Model', 'Photography']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/71252953_269641380640975_1530200828605952406_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=75ba7a5b1d65a778cd9778dcc251f39a&oe=5E6CF80B,"Photo by David Guttenfelder @dguttenfelder // Sponsored by @mazdausa #NatGeoMazdaContest // A Buddhist priest bows at Tokyo’s Koukokuji Temple, a sacred space for funeral remains that has more than 2,000 brightly colored, LED-lit Buddha figures. When photographing life in Tokyo, I am always inspired by Japan’s unique mix of beautiful and serene traditions with its innovative and frenetic modernity. // Enter the #NatGeoMazdaContest to win the opportunity to be one of National Geographic’s next great storytellers. When you are out with your camera, what remarkable or impactful moments have you captured? We want to see what inspires you. Upload a gallery of 3-5 images to your Instagram account as one post, with the hashtag #NatGeoMazdaContest, tagging @natgeoyourshot. The contest, presented by @MazdaUSA, runs through November 18, 2019. Open to legal residents of the 50 U.S./D.C. only 18+. For more information go to natgeo.com/mazdacontest.",128376,279,"['Visual effect lighting', 'Technology', 'Display device', 'Electronic device']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75362568_2151010905208852_6672783430571309361_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=7aa254d7250b5fc6136f431a18832a6a&oe=5E513DB9,"Photo by @stevewinterphoto | Our new story, “The Tigers Next Door,” appears today in the December issue, produced with writer @sharonguynup. Few people realize that there are more tigers living in captivity in the United States than survive in the wild. These are some of the lucky few: Clay, Daniel, and Enzo are three of 39 tigers rescued from Oklahoma’s Greater Wynnewood Exotic Animal Park. These cats will live out their lives at the Wild Animal Sanctuary in Keenesburg, Colorado, with proper nutrition and vet care—and they will not be bred or commercially exploited. The sanctuary is a 10,473-acre nonprofit refuge for more than 500 rescued tigers, lions, bears, wolves, and other large carnivores. @wildanimalsanctuary @animalsanctuary #tiger",606596,2107,"['Tiger', 'Wildlife', 'Vertebrate', 'Bengal tiger', 'Siberian tiger', 'Mammal', 'Felidae', 'Whiskers', 'Water', 'Terrestrial animal']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75467470_2440022402878157_4630967425212882912_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=105&oh=b03dbdcddee653ec17893556c17acbb5&oe=5E899B96,"Photo by @davidalanharvey | Outer Banks, North Carolina:  Evening at Avalon Pier was playful party wave magic as I photographed surfers until dark. The water is reflecting a sunset sky, and I popped in a strobe I've been using on my landscape images here. I had never met either surfer before, but when they saw me on the pier using a flash, one of them recognized me since he’s an aspiring photographer. Six degrees of separation max around here. #outerbanks #surfing",208218,430,"['Wave', 'Ocean', 'Surfing Equipment', 'Surfing', 'Sea', 'Surfboard', 'Coast', 'Wind wave', 'Boardsport', 'Tide']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75362605_2418602144929764_4141426356224422886_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=f78edc37acddc4d0f64b5a30d4834312&oe=5E522B38,"Photo by Jimmy Chin @jimmychin | Alpine dreamscape...Canadian style. Rock climbing? Alpine climbing? Mixed climbing? It’s all climbing. For more images of alpine adventures around the world, follow @jimmychin",389224,674,"['Water', 'Nature', 'Black-and-white', 'Atmospheric phenomenon', 'Monochrome photography', 'Monochrome', 'Tree', 'Rock', 'Geological phenomenon', 'Winter']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/74601610_2503581456585940_8030276613916836873_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=1&oh=d17ee66711e3474da49baf708daa5236&oe=5E4B9A03,"Photo by Lynsey Addario @lynseyaddario | Inbar Shimon with the Israel Border Police patrols a covered market in March 2019. The border police are a cross between police and military and service there counts toward obligatory military conscription in the Israel Defense Forces. The border police first incorporated women in 1995. Here they are patrolling in the volatile city of Hebron, near the Cave of the Patriarchs.\nThis picture is an outtake from a story for National Geographic's November Women's Issue.\nTo see more of my work, follow @lynseyaddario.",262741,3031,"['Army', 'Soldier', 'Military', 'Military uniform', 'Troop', 'Military organization', 'Infantry', 'Military person', 'Marines', 'Military camouflage']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/71818351_160788365021560_749227116238562564_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=b57678e478a90fbb5046f045d1fa77a9&oe=5E8C4BF4,"Photo by @stevewinterphoto | Over the past three decades, the oldest and thickest ice in the Arctic has declined by a stunning 95 percent, according to NOAA. The sea in the Arctic has changed dramatically, which impacts polar bears, walruses, and other Arctic creatures. If ice continues to melt, the planet will warm further as the dark ocean water absorbs large amounts of solar heating that used to be deflected by the bright white ice. We followed this polar bear as we sailed by in the Icebreaker ""M/V Kinfish."" @natgeoimagecollection",536275,1333,"['Arctic', 'Glacial landform', 'Natural environment', 'Tundra', 'Glacier', 'Wildlife', 'Snow', 'Ice cap', 'Mountain', 'Arctic ocean']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/72487122_811573645942123_314077990233670713_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=830fc46b5b728fa359661106d927d4f4&oe=5E85F06D,"Photo by @hammond_Robin | “What about growing older? What are your thoughts on that?” I asked Tom. A man of few words, he replied with a wry smile, “Hopefully. Yes.” I think he was being funny, but his sense of humour was so dry it was hard to tell. Dementia has taken much from Tom, but not his smile. In 2017 the condition affected 50 million people globally. It will increase to over 150 million people by 2050. These shocking statistics are our parents and grandparents. Very soon they may be you and me. With no cure in sight, we can’t just think about how we avoid dying from dementia. We have to consider how to live with it. You can see more stories from this series by following @onedayinmyworld",158278,580,"['Face', 'Facial expression', 'Wrinkle', 'Forehead', 'Skin', 'Head', 'Chin', 'Human', 'Male', 'Cheek']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/71790106_157169465505654_6780401154345759284_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=106&oh=1ac515fa8c8ae62d44a71d1d7b7d19bb&oe=5E4A9B97,"Photo by Michael Yamashita @yamashitaphoto | Last prayers of the day at Yusof Ishak Mosque draw a crowd. Singapore’s diverse ethnic mix of peoples brings a wide variety of religions to this tiny country, with Islam being just one.  #Singapore #Mosque #prayer",535726,4482,"['Design', 'Textile', 'Colorfulness', 'Pattern', 'Photography', 'Crowd']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/75200972_573140100109387_4956743076932054262_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=107&oh=dec38f53f6742ea4f1e6e60eb743d09b&oe=5E82810F,"Photo by Erika Larsen @erikalarsen888 | Jacinda Ardern,  photographed in Auckland, New Zealand, February 15, 2019. \nJacinda Ardern is a politician serving as the 40th and current prime minister of New Zealand. In anticipation of the 100th anniversary of the 19th amendment, National Geographic is highlighting what it means to be female. As part of that coverage, we photographed luminaries from around the world. \nCheck out the link in our bio to learn about Nat Geo’s groundbreaking new book that showcases an incredible group of history-making women. #NatGeoWomenofImpact",192064,1019,"['Hair', 'Face', 'Beauty', 'Lip', 'Lady', 'Hairstyle', 'Smile', 'Eyebrow', 'Brown hair', 'Chin']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/75564104_180075649795336_1285235328172337515_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=104&oh=4313525f32cf656da6cfec9347dc182f&oe=5E6A3A1F,"Photo by @mattiasklumofficial | Strong bonds! They are called vicious, false, and nasty, but all these are mostly human traits. Spotted hyenas are formidable, strong hunters, and efficient scavengers, and there are of course many sides to this incredible predator. I took this photograph of this cub greeting its mother in Mombo Camp in the Okavango Delta, Botswana. Even though hyenas look a lot like dogs, in fact they are more closely related to cats. Young hyenas are called cubs, and female hyenas are wonderful moms. They take excellent care of their babies, and most hyenas provide their cubs with milk for over one year. This is probably a necessity, as many kills are made far from the den, and hyenas do not bring back food and regurgitate it for their young. At about one year, cubs begin to follow their mothers on their hunting and scavenging forays. Until then, they are left behind at the den with a babysitting adult. Please go to @mattiasklumofficial to see images and films from our projects around the world! #spottedhyena #apexspecies #cub #mombo #carnivore @thephotosociety",264605,596,"['Mammal', 'Hyena', 'Vertebrate', 'Wildlife', 'Terrestrial animal', 'Spotted hyena', 'Carnivore', 'Snout', 'Savanna', 'Felidae']"
https://instagram.fftw1-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/73512759_417736435832700_544136978215684659_n.jpg?_nc_ht=instagram.fftw1-1.fna.fbcdn.net&_nc_cat=100&oh=bc91b410c04e5867ef86319ae6bb35fa&oe=5E4E9FAE,"Photo by @iantehphotography | When I took this image in 2007, I was struck by how this beautiful scene looked like a sunset over wintery trees at dusk. In fact, it was a chimney belching out flames from a nearby coal plant in Linfen, China. Back then, I was working on a series of images that explored the coal industry in China, which at the time was said to build an average of two coal power stations a week. Since then China has taken great strides to improve its environment. Today it invests more into alternative energy than any country in the world. However, a report published last year by the Global Environment Institute, a U.S.-based research group, found that the country is involved in building or planning over 100 coal-fired power plants across nations involved in its Belt and Road Initiative. #coal #globalwarming #fossilfuels",286552,475,"['Sky', 'Nature', 'Horizon', 'Atmosphere', 'Atmospheric phenomenon', 'Freezing', 'Light', 'Winter', 'Morning', 'Evening']"
